published,price,type
1802-04-08,12,calculated
1802-04-15,12,calculated
1802-04-22,12,calculated
1802-04-29,12,calculated
1802-05-06,12,calculated
1802-05-13,12,calculated
1802-05-20,14,calculated
1802-05-27,15.5,calculated
1802-06-03,15.5,calculated
1802-06-10,15.5,calculated
1802-06-17,16,calculated
1802-06-24,15.5,calculated
1802-07-01,15,calculated
1802-07-08,13.5,calculated
1802-07-15,14,calculated
1802-07-22,14.5,calculated
1802-07-29,14,calculated
1802-08-05,14.5,calculated
1802-08-12,14.5,calculated
1802-08-19,14,calculated
1802-08-26,13.5,calculated
1802-09-02,14,calculated
1802-09-09,14.5,calculated
1802-09-16,14.5,calculated
1802-09-23,14,calculated
1802-09-30,14,calculated
1802-10-07,14.5,calculated
1802-10-14,15,calculated
1802-10-21,15.5,calculated
1802-10-28,15.5,calculated
1802-11-04,15.5,calculated
1802-11-13,15.5,calculated
1802-11-18,15.5,calculated
1802-11-25,15.5,calculated
1802-12-02,15.5,calculated
1802-12-09,15.5,calculated
1802-12-16,15.5,calculated
1802-12-23,14.5,calculated
1802-12-30,16.5,calculated
1803-01-06,14,calculated
1803-01-13,16.5,calculated
1803-01-20,14.5,calculated
1803-01-27,14,calculated
1803-02-03,14,calculated
1803-02-10,14.5,calculated
1803-02-17,14.5,calculated
1803-02-24,14.5,calculated
1803-03-03,14.5,calculated
1803-03-10,14.5,calculated
1803-03-17,14.5,calculated
1803-03-24,14.5,calculated
1803-03-31,14.5,calculated
1803-04-07,16.5,calculated
1803-04-14,14.5,calculated
1803-04-21,17,calculated
1803-04-28,14,calculated
1803-05-05,14,calculated
1803-05-12,14,calculated
1803-05-19,14,calculated
1803-05-26,14.5,calculated
1803-06-02,15,calculated
1803-06-09,15,calculated
1803-06-16,14.5,calculated
1803-06-23,15,calculated
1803-06-30,15,calculated
1803-07-07,15,calculated
1803-07-14,14.5,calculated
1803-07-21,13.5,calculated
1803-07-28,13,calculated
1803-08-04,14,calculated
1803-08-11,13,calculated
1803-08-18,13.5,calculated
1803-08-25,10.5,calculated
1803-09-01,11,calculated
1803-09-08,13.5,calculated
1803-09-15,11,calculated
1803-09-22,11,calculated
1803-09-29,11,calculated
1803-10-06,11.5,calculated
1803-10-13,11.5,calculated
1803-10-20,12,calculated
1803-10-27,12,calculated
1803-11-03,12,calculated
1803-11-10,12,calculated
1803-11-17,12,calculated
1803-11-24,11.5,calculated
1803-12-01,11.5,calculated
1803-12-08,11.5,calculated
1803-12-15,11.5,calculated
1803-12-22,11.5,calculated
1803-12-29,11,calculated
1804-01-05,11.5,calculated
1804-01-12,11.5,calculated
1804-01-19,11,calculated
1804-01-26,11,calculated
1804-02-02,11,calculated
1804-02-09,11,calculated
1804-02-16,11,calculated
1804-02-23,11,calculated
1804-03-01,11,calculated
1804-03-08,11,calculated
1804-03-15,11,calculated
1804-03-22,11,calculated
1804-03-29,11,calculated
1804-04-05,11,calculated
1804-04-12,11,calculated
1804-04-19,11,calculated
1804-04-26,11,calculated
1804-05-03,11,calculated
1804-05-10,11,calculated
1804-05-17,11,calculated
1804-05-24,12.5,calculated
1804-05-31,11,calculated
1804-06-07,10.5,calculated
1804-06-14,10,calculated
1804-06-21,10,calculated
1804-06-28,10.5,calculated
1804-06-28,10.5,fixed
1804-07-05,10.5,calculated
1804-07-05,10.5,fixed
1804-07-12,11,calculated
1804-07-12,10.5,fixed
1804-07-19,11,calculated
1804-07-19,11,fixed
1804-07-26,11,calculated
1804-07-26,11,fixed
1804-08-02,10.5,calculated
1804-08-09,12,calculated
1804-08-16,13.5,calculated
1804-08-23,12.5,calculated
1804-08-30,12,calculated
1804-08-30,12,fixed
1804-09-06,11.5,calculated
1804-09-06,11.5,fixed
1804-09-13,12,calculated
1804-09-13,11.5,fixed
1804-09-20,12,calculated
1804-09-20,12,fixed
1804-09-27,12,calculated
1804-09-27,12,fixed
1804-10-04,12,calculated
1804-10-04,12,fixed
1804-10-11,12,calculated
1804-10-11,11.5,fixed
1804-10-18,11.5,calculated
1804-10-18,11.5,fixed
1804-10-25,12,calculated
1804-10-25,11.5,fixed
1804-11-01,11.5,calculated
1804-11-01,11.5,fixed
1804-11-08,11.5,calculated
1804-11-08,11.5,fixed
1804-11-15,11.5,calculated
1804-11-15,11.5,fixed
1804-11-22,11,calculated
1804-11-22,11,fixed
1804-11-29,11.5,calculated
1804-11-29,11.5,fixed
1804-12-06,11.5,calculated
1804-12-06,11.5,fixed
1804-12-13,11,calculated
1804-12-13,11,fixed
1804-12-20,11,calculated
1804-12-20,11,fixed
1804-12-27,11,calculated
1804-12-27,11,fixed
1805-01-03,11,calculated
1805-01-03,10.5,fixed
1805-01-10,11,calculated
1805-01-10,10.5,fixed
1805-01-17,11,calculated
1805-01-17,11,fixed
1805-01-24,11,calculated
1805-01-24,10.5,fixed
1805-01-31,11,calculated
1805-01-31,10.5,fixed
1805-02-07,11,calculated
1805-02-07,10.5,fixed
1805-02-14,11,calculated
1805-02-14,10.5,fixed
1805-02-21,11,calculated
1805-02-21,10.5,fixed
1805-02-28,11,calculated
1805-02-28,10.5,fixed
1805-03-07,11,calculated
1805-03-07,10.5,fixed
1805-03-14,11,calculated
1805-03-14,10.5,fixed
1805-03-21,11,calculated
1805-03-21,10.5,fixed
1805-03-28,11,calculated
1805-03-28,10.5,fixed
1805-04-04,11,calculated
1805-04-04,10.5,fixed
1805-04-11,11,calculated
1805-04-11,10.5,fixed
1805-04-18,11,calculated
1805-04-18,10.5,fixed
1805-04-25,11,calculated
1805-04-25,10.5,fixed
1805-05-02,11,calculated
1805-05-02,10.5,fixed
1805-05-09,11,calculated
1805-05-09,11,fixed
1805-05-16,11,calculated
1805-05-16,10.5,fixed
1805-05-23,11.5,calculated
1805-05-23,11,fixed
1805-05-30,11.5,calculated
1805-05-30,11.5,fixed
1805-06-06,11.5,calculated
1805-06-06,11,fixed
1805-06-13,11.5,calculated
1805-06-13,11,fixed
1805-06-20,11,calculated
1805-06-20,11,fixed
1805-06-27,11.5,calculated
1805-06-27,11.5,fixed
1805-07-04,11.5,calculated
1805-07-04,11.5,fixed
1805-07-11,11.5,calculated
1805-07-11,11.5,fixed
1805-07-18,11.5,calculated
1805-07-18,11.5,fixed
1805-07-25,11.5,calculated
1805-07-25,11.5,fixed
1805-08-01,11.5,calculated
1805-08-01,11.5,fixed
1805-08-08,11.5,calculated
1805-08-08,11.5,fixed
1805-08-15,12.5,calculated
1805-08-15,12,fixed
1805-08-22,13.5,calculated
1805-08-22,13.5,fixed
1805-08-29,14,calculated
1805-08-29,14,fixed
1805-09-05,14,calculated
1805-09-05,13.5,fixed
1805-09-12,14,calculated
1805-09-12,14,fixed
1805-09-19,14.5,calculated
1805-09-19,14,fixed
1805-09-26,14.5,calculated
1805-09-26,14.5,fixed
1805-10-03,15,calculated
1805-10-03,15,fixed
1805-10-10,15.5,calculated
1805-10-10,15.5,fixed
1805-10-17,15.5,calculated
1805-10-17,15.5,fixed
1805-10-24,15.5,calculated
1805-10-24,15.5,fixed
1805-10-31,15.5,calculated
1805-10-31,15.5,fixed
1805-11-07,15.5,calculated
1805-11-07,15.5,fixed
1805-11-14,15.5,calculated
1805-11-14,15.5,fixed
1805-11-21,15.5,calculated
1805-11-21,15,fixed
1805-11-28,14.5,calculated
1805-11-28,14.5,fixed
1805-12-05,14.5,calculated
1805-12-05,14,fixed
1805-12-12,14,calculated
1805-12-12,14,fixed
1805-12-19,14,calculated
1805-12-19,14,fixed
1805-12-26,13.5,calculated
1805-12-26,13.5,fixed
1806-01-02,13.5,calculated
1806-01-02,13.5,fixed
1806-01-09,13,calculated
1806-01-09,13,fixed
1806-01-16,12.5,calculated
1806-01-16,12.5,fixed
1806-01-23,13,calculated
1806-01-23,12.5,fixed
1806-01-30,13,calculated
1806-01-30,13,fixed
1806-02-06,13,calculated
1806-02-06,13,fixed
1806-02-13,13,calculated
1806-02-13,13,fixed
1806-02-20,13,calculated
1806-02-20,13,fixed
1806-02-27,13,calculated
1806-02-27,13,fixed
1806-03-06,13,calculated
1806-03-06,13,fixed
1806-03-13,13,calculated
1806-03-13,13,fixed
1806-03-20,13,calculated
1806-03-20,12.5,fixed
1806-03-27,12.5,calculated
1806-03-27,12.5,fixed
1806-04-03,12.5,calculated
1806-04-03,12.5,fixed
1806-04-10,13,calculated
1806-04-10,13,fixed
1806-04-17,13,calculated
1806-04-17,13,fixed
1806-04-24,13,calculated
1806-04-24,13,fixed
1806-05-01,13,calculated
1806-05-01,13,fixed
1806-05-08,13.5,calculated
1806-05-08,13,fixed
1806-05-15,13.5,calculated
1806-05-15,13.5,fixed
1806-05-21,13.5,calculated
1806-05-22,13.5,fixed
1806-05-28,13.5,calculated
1806-05-29,13.5,fixed
1806-06-05,13.5,calculated
1806-06-05,13,fixed
1806-06-12,13.5,calculated
1806-06-12,13,fixed
1806-06-19,13.5,calculated
1806-06-19,12,fixed
1806-06-26,13.5,calculated
1806-06-26,13.5,fixed
1806-07-03,13,calculated
1806-07-03,13,fixed
1806-07-10,13,calculated
1806-07-10,13,fixed
1806-07-17,13.5,calculated
1806-07-17,13,fixed
1806-07-24,13,calculated
1806-07-24,13,fixed
1806-07-31,13,calculated
1806-07-31,13,fixed
1806-08-07,13.5,calculated
1806-08-07,13.5,fixed
1806-08-14,13.5,calculated
1806-08-14,13.5,fixed
1806-08-21,13.5,calculated
1806-08-21,13.5,fixed
1806-08-28,13,calculated
1806-08-28,13,fixed
1806-09-04,13,calculated
1806-09-04,13,fixed
1806-09-11,12.5,calculated
1806-09-11,12.5,fixed
1806-09-18,12.5,calculated
1806-09-18,12.5,fixed
1806-09-25,12.5,calculated
1806-09-25,12.5,fixed
1806-10-02,13,calculated
1806-10-02,12.5,fixed
1806-10-09,13,calculated
1806-10-09,13,fixed
1806-10-16,13,calculated
1806-10-16,13,fixed
1806-10-23,13,calculated
1806-10-23,13,fixed
1806-10-30,13,calculated
1806-10-30,13,fixed
1806-11-06,13,calculated
1806-11-06,13,fixed
1806-11-13,13,calculated
1806-11-13,13,fixed
1806-11-20,13,calculated
1806-11-20,13,fixed
1806-11-27,13,calculated
1806-11-27,13,fixed
1806-12-04,13,calculated
1806-12-04,13,fixed
1806-12-11,13,calculated
1806-12-11,13,fixed
1806-12-18,13,calculated
1806-12-18,13,fixed
1806-12-25,13,calculated
1806-12-25,12.5,fixed
1807-01-01,12.5,calculated
1807-01-01,12.5,fixed
1807-01-08,12.5,calculated
1807-01-08,12.5,fixed
1807-01-15,12.5,calculated
1807-01-15,12.5,fixed
1807-01-22,12.5,calculated
1807-01-22,12,fixed
1807-01-29,12.5,calculated
1807-01-29,12,fixed
1807-02-05,12,calculated
1807-02-05,12,fixed
1807-02-12,12,calculated
1807-02-12,12,fixed
1807-02-19,12.5,calculated
1807-02-19,12,fixed
1807-02-26,12.5,calculated
1807-02-26,12.5,fixed
1807-03-05,12.5,calculated
1807-03-05,12.5,fixed
1807-03-12,12.5,calculated
1807-03-12,12.5,fixed
1807-03-19,12.5,calculated
1807-03-19,12.5,fixed
1807-03-26,12.5,calculated
1807-03-26,12.5,fixed
1807-04-02,12.5,calculated
1807-04-02,12.5,fixed
1807-04-09,12.5,calculated
1807-04-09,12.5,fixed
1807-04-16,12.5,calculated
1807-04-16,12,fixed
1807-04-23,12.5,calculated
1807-04-23,12.5,fixed
1807-04-30,13.5,calculated
1807-04-30,13,fixed
1807-05-07,12,calculated
1807-05-07,12,fixed
1807-05-14,12.5,calculated
1807-05-14,12.5,fixed
1807-05-21,12.5,calculated
1807-05-21,12.5,fixed
1807-05-28,12.5,calculated
1807-05-28,12.5,fixed
1807-06-04,12.5,calculated
1807-06-04,12,fixed
1807-06-11,12,calculated
1807-06-11,12,fixed
1807-06-18,12,calculated
1807-06-18,12,fixed
1807-06-25,12.5,calculated
1807-06-25,12,fixed
1807-07-02,12,calculated
1807-07-02,12,fixed
1807-07-09,12,calculated
1807-07-09,12,fixed
1807-07-16,11.5,calculated
1807-07-16,11.5,fixed
1807-07-23,11.5,calculated
1807-07-23,11.5,fixed
1807-07-30,11.5,calculated
1807-07-30,11.5,fixed
1807-08-06,11,calculated
1807-08-06,10.5,fixed
1807-08-13,10,calculated
1807-08-13,10,fixed
1807-08-20,10.5,calculated
1807-08-20,10.5,fixed
1807-08-27,10.5,calculated
1807-08-27,10.5,fixed
1807-09-03,10.5,calculated
1807-09-03,10,fixed
1807-09-10,10.5,calculated
1807-09-10,10.5,fixed
1807-09-17,10.5,calculated
1807-09-17,10.5,fixed
1807-09-24,10.5,calculated
1807-09-24,10.5,fixed
1807-10-01,10.5,calculated
1807-10-01,10.5,fixed
1807-10-08,10.5,calculated
1807-10-08,10.5,fixed
1807-10-15,10.5,calculated
1807-10-15,10.5,fixed
1807-10-22,10.5,calculated
1807-10-22,10,fixed
1807-10-29,10.5,calculated
1807-10-29,10.5,fixed
1807-11-05,10.5,calculated
1807-11-05,10.5,fixed
1807-11-12,10.5,calculated
1807-11-12,10.5,fixed
1807-11-19,10.5,calculated
1807-11-19,10,fixed
1807-11-26,10.5,calculated
1807-11-26,10.5,fixed
1807-12-03,10.5,calculated
1807-12-03,10.5,fixed
1807-12-10,10.5,calculated
1807-12-10,10,fixed
1807-12-17,10.5,calculated
1807-12-17,10,fixed
1807-12-24,10.5,calculated
1807-12-24,10,fixed
1807-12-31,10.5,calculated
1807-12-31,10.5,fixed
1808-01-07,10.5,calculated
1808-01-07,10.5,fixed
1808-01-14,10,calculated
1808-01-14,10,fixed
1808-01-28,10,calculated
1808-01-28,10.5,fixed
1808-02-04,10.5,calculated
1808-02-04,10.5,fixed
1808-02-11,10.5,calculated
1808-02-11,10.5,fixed
1808-02-18,10.5,calculated
1808-02-18,10.5,fixed
1808-02-25,10.5,calculated
1808-02-25,11,fixed
1808-03-03,10.5,calculated
1808-03-03,11,fixed
1808-03-10,10.5,calculated
1808-03-10,11,fixed
1808-03-17,10.5,calculated
1808-03-17,11,fixed
1808-03-24,10.5,calculated
1808-03-24,11,fixed
1808-03-31,10.5,calculated
1808-03-31,11,fixed
1808-04-07,10.5,calculated
1808-04-07,11,fixed
1808-04-14,10.5,calculated
1808-04-14,11,fixed
1808-04-21,10.5,calculated
1808-04-21,11,fixed
1808-04-28,10.5,calculated
1808-04-28,11,fixed
1808-05-05,10.5,calculated
1808-05-05,11,fixed
1808-05-12,10.5,calculated
1808-05-12,10.5,fixed
1808-05-19,10.5,calculated
1808-05-19,10.5,fixed
1808-05-26,10,calculated
1808-05-26,10.5,fixed
1808-06-02,10,calculated
1808-06-02,10.5,fixed
1808-06-09,10,calculated
1808-06-09,10.5,fixed
1808-06-16,10,calculated
1808-06-16,10.5,fixed
1808-06-23,10,calculated
1808-06-23,10.5,fixed
1808-06-30,10,calculated
1808-06-30,10.5,fixed
1808-07-07,10,calculated
1808-07-07,10.5,fixed
1808-07-14,10,calculated
1808-07-14,10.5,fixed
1808-07-21,10,calculated
1808-07-21,10.5,fixed
1808-07-28,10,calculated
1808-07-28,10.5,fixed
1808-08-04,10,calculated
1808-08-04,10.5,fixed
1808-08-11,10,calculated
1808-08-11,10.5,fixed
1808-08-18,10,calculated
1808-08-18,10,fixed
1808-08-25,9.5,calculated
1808-08-25,10,fixed
1808-09-01,9.5,calculated
1808-09-01,10,fixed
1808-09-08,9.5,calculated
1808-09-08,10,fixed
1808-09-15,9.5,calculated
1808-09-15,10,fixed
1808-09-22,9.5,calculated
1808-09-22,10,fixed
1808-09-29,9,calculated
1808-09-29,8,fixed
1808-10-06,9.5,calculated
1808-10-06,10,fixed
1808-10-13,9.5,calculated
1808-10-13,10,fixed
1808-10-20,9.5,calculated
1808-10-20,10,fixed
1808-10-27,10,calculated
1808-10-27,10,fixed
1808-11-03,10,calculated
1808-11-03,10,fixed
1808-11-10,10,calculated
1808-11-10,10,fixed
1808-11-17,9.5,calculated
1808-11-17,10,fixed
1808-11-24,9,calculated
1808-11-24,10,fixed
1808-12-01,9,calculated
1808-12-01,9,fixed
1808-12-08,9.5,calculated
1808-12-08,9,fixed
1808-12-15,9,calculated
1808-12-15,10,fixed
1808-12-22,9,calculated
1808-12-22,10,fixed
1808-12-29,9,calculated
1808-12-29,10,fixed
1809-01-05,9,calculated
1809-01-05,9,fixed
1809-01-12,9,calculated
1809-01-12,10,fixed
1809-01-19,9,calculated
1809-01-19,10,fixed
1809-01-26,9,calculated
1809-01-26,10,fixed
1809-02-02,8.5,calculated
1809-02-02,10,fixed
1809-02-09,8.5,calculated
1809-02-09,10,fixed
1809-02-16,9,calculated
1809-02-16,10,fixed
1809-02-23,8.5,calculated
1809-02-23,9,fixed
1809-03-02,9,calculated
1809-03-02,9,fixed
1809-03-09,9,calculated
1809-03-09,10,fixed
1809-03-16,9.5,calculated
1809-03-16,10,fixed
1809-03-23,10,calculated
1809-03-23,10.5,fixed
1809-03-30,10,calculated
1809-03-30,10.5,fixed
1809-04-06,10,calculated
1809-04-06,10.5,fixed
1809-04-13,10,calculated
1809-04-13,10,fixed
1809-04-20,9.5,calculated
1809-04-20,10,fixed
1809-04-27,9.5,calculated
1809-04-27,10,fixed
1809-05-04,9.5,calculated
1809-05-04,10,fixed
1809-05-11,9.5,calculated
1809-05-11,10,fixed
1809-05-18,9.5,calculated
1809-05-18,10,fixed
1809-05-25,9.5,calculated
1809-05-25,10,fixed
1809-06-01,9.5,calculated
1809-06-01,10,fixed
1809-06-08,9.5,calculated
1809-06-08,10,fixed
1809-06-15,9,calculated
1809-06-15,10,fixed
1809-06-22,9,calculated
1809-06-22,10,fixed
1809-06-29,9,calculated
1809-06-29,10,fixed
1809-07-06,9,calculated
1809-07-06,10,fixed
1809-07-13,9,calculated
1809-07-13,10,fixed
1809-07-20,9,calculated
1809-07-20,10,fixed
1809-07-27,9,calculated
1809-07-27,10,fixed
1809-08-03,9,calculated
1809-08-03,10,fixed
1809-08-10,9,calculated
1809-08-10,10,fixed
1809-08-17,9,calculated
1809-08-17,10,fixed
1809-08-24,9,calculated
1809-08-24,10,fixed
1809-08-31,9,calculated
1809-08-31,10,fixed
1809-09-07,8.5,calculated
1809-09-07,9,fixed
1809-09-14,9,calculated
1809-09-14,9,fixed
1809-09-21,8.5,calculated
1809-09-21,9,fixed
1809-09-28,8.5,calculated
1809-09-28,9,fixed
1809-10-05,8.5,calculated
1809-10-05,9,fixed
1809-10-12,8.5,calculated
1809-10-12,9,fixed
1809-10-19,9,calculated
1809-10-19,10,fixed
1809-10-26,9,calculated
1809-10-26,10,fixed
1809-11-02,9,calculated
1809-11-02,10,fixed
1809-11-09,9,calculated
1809-11-09,10,fixed
1809-11-16,9,calculated
1809-11-16,10,fixed
1809-11-23,9,calculated
1809-11-23,10,fixed
1809-11-30,9,calculated
1809-11-30,10,fixed
1809-12-07,9,calculated
1809-12-07,10,fixed
1809-12-14,8.5,calculated
1809-12-14,9,fixed
1809-12-21,8.5,calculated
1809-12-21,9,fixed
1809-12-28,8.5,calculated
1809-12-28,9,fixed
1810-01-04,9,calculated
1810-01-04,9,fixed
1810-01-11,9,calculated
1810-01-11,9,fixed
1810-01-18,9,calculated
1810-01-18,9,fixed
1810-01-25,8.5,calculated
1810-01-25,9,fixed
1810-02-01,8.5,calculated
1810-02-01,9,fixed
1810-02-08,9,calculated
1810-02-08,9,fixed
1810-02-15,8.5,calculated
1810-02-15,9,fixed
1810-02-22,8.5,calculated
1810-02-22,9,fixed
1810-03-01,8.5,calculated
1810-03-01,9,fixed
1810-03-08,8.5,calculated
1810-03-08,9,fixed
1810-03-15,8.5,calculated
1810-03-15,9,fixed
1810-03-22,8.5,calculated
1810-03-22,9,fixed
1810-03-29,9,calculated
1810-03-29,9,fixed
1810-04-05,8.5,calculated
1810-04-05,9,fixed
1810-04-12,8.5,calculated
1810-04-12,9,fixed
1810-04-19,8.5,calculated
1810-04-19,9,fixed
1810-04-26,8.5,calculated
1810-04-26,9,fixed
1810-05-03,8.5,calculated
1810-05-03,9,fixed
1810-05-10,8.5,calculated
1810-05-10,9,fixed
1810-05-17,8.5,calculated
1810-05-17,9,fixed
1810-05-24,8.5,calculated
1810-05-24,9,fixed
1810-05-31,8.5,calculated
1810-05-31,9,fixed
1810-06-07,8.5,calculated
1810-06-07,9,fixed
1810-06-14,8.5,calculated
1810-06-14,9,fixed
1810-06-21,8.5,calculated
1810-06-21,9,fixed
1810-06-28,9,calculated
1810-06-28,9,fixed
1810-07-05,10,calculated
1810-07-05,9,fixed
1810-07-12,9.5,calculated
1810-07-12,10,fixed
1810-07-19,9.5,calculated
1810-07-19,10,fixed
1810-07-26,9,calculated
1810-07-26,10,fixed
1810-08-02,9.5,calculated
1810-08-02,10,fixed
1810-08-09,9.5,calculated
1810-08-09,10,fixed
1810-08-16,10,calculated
1810-08-16,10,fixed
1810-08-23,9.5,calculated
1810-08-23,10,fixed
1810-08-30,9.5,calculated
1810-08-30,10,fixed
1810-09-06,10,calculated
1810-09-06,10,fixed
1810-09-13,9.5,calculated
1810-09-13,10,fixed
1810-09-20,10,calculated
1810-09-20,10,fixed
1810-09-27,10,calculated
1810-09-27,10,fixed
1810-10-04,10,calculated
1810-10-04,10,fixed
1810-10-11,10,calculated
1810-10-11,10,fixed
1810-10-18,10.5,calculated
1810-10-18,11,fixed
1810-10-25,11,calculated
1810-10-25,11,fixed
1810-11-01,11,calculated
1810-11-01,12,fixed
1810-11-08,11.5,calculated
1810-11-08,12,fixed
1810-11-15,11.5,calculated
1810-11-15,12,fixed
1810-11-22,11,calculated
1810-11-22,11,fixed
1810-11-29,11,calculated
1810-11-29,11,fixed
1810-12-06,11,calculated
1810-12-06,11,fixed
1810-12-13,11,calculated
1810-12-13,11,fixed
1810-12-20,10.5,calculated
1810-12-20,11,fixed
1810-12-27,11,calculated
1810-12-27,11,fixed
1811-01-03,11,calculated
1811-01-03,11.5,fixed
1811-01-10,11,calculated
1811-01-10,11,fixed
1811-01-17,11.5,calculated
1811-01-17,11.5,fixed
1811-01-24,11,calculated
1811-01-24,11,fixed
1811-01-31,11,calculated
1811-01-31,11.5,fixed
1811-02-07,11,calculated
1811-02-07,11,fixed
1811-02-14,11,calculated
1811-02-14,11.5,fixed
1811-02-21,11,calculated
1811-02-21,11,fixed
1811-02-28,11,calculated
1811-02-28,11.5,fixed
1811-03-07,11,calculated
1811-03-07,11,fixed
1811-03-14,11,calculated
1811-03-14,11.5,fixed
1811-03-21,11,calculated
1811-03-21,11.5,fixed
1811-03-28,11,calculated
1811-03-28,11.5,fixed
1811-04-04,11.5,calculated
1811-04-04,12,fixed
1811-04-11,11,calculated
1811-04-11,11.5,fixed
1811-04-18,11,calculated
1811-04-18,11.5,fixed
1811-04-25,11.5,calculated
1811-04-25,12,fixed
1811-05-02,11.5,calculated
1811-05-02,11.5,fixed
1811-05-09,11,calculated
1811-05-09,11,fixed
1811-05-16,11,calculated
1811-05-16,12,fixed
1811-05-23,11,calculated
1811-05-23,12,fixed
1811-05-30,11.5,calculated
1811-05-30,12,fixed
1811-06-06,11,calculated
1811-06-06,12,fixed
1811-06-13,11,calculated
1811-06-13,12,fixed
1811-06-20,11.5,calculated
1811-06-20,12,fixed
1811-06-27,11.5,calculated
1811-06-27,12,fixed
1811-07-04,11,calculated
1811-07-04,11,fixed
1811-07-11,11,calculated
1811-07-11,11,fixed
1811-07-18,12,calculated
1811-07-18,12,fixed
1811-07-25,11.5,calculated
1811-07-25,12,fixed
1811-08-01,12,calculated
1811-08-01,12,fixed
1811-08-08,12,calculated
1811-08-08,12,fixed
1811-08-15,12,calculated
1811-08-15,12,fixed
1811-08-22,12.5,calculated
1811-08-22,13,fixed
1811-08-29,12.5,calculated
1811-08-29,13,fixed
1811-09-05,12.5,calculated
1811-09-05,13,fixed
1811-09-12,12.5,calculated
1811-09-12,13,fixed
1811-09-19,12.5,calculated
1811-09-19,13,fixed
1811-09-26,13,calculated
1811-09-26,14,fixed
1811-10-03,13,calculated
1811-10-03,14,fixed
1811-10-10,12.5,calculated
1811-10-10,13,fixed
1811-10-17,13.5,calculated
1811-10-17,14,fixed
1811-10-24,13.5,calculated
1811-10-24,14,fixed
1811-10-31,14,calculated
1811-10-31,15,fixed
1811-11-07,14.5,calculated
1811-11-07,15,fixed
1811-11-14,14.5,calculated
1811-11-14,15,fixed
1811-11-21,14.5,calculated
1811-11-21,15,fixed
1811-11-28,14.5,calculated
1811-11-28,15,fixed
1811-12-05,14,calculated
1811-12-05,15,fixed
1811-12-12,14,calculated
1811-12-12,15,fixed
1811-12-19,14,calculated
1811-12-19,15,fixed
1811-12-26,14,calculated
1811-12-26,15,fixed
1812-01-02,14.5,calculated
1812-01-02,15,fixed
1812-01-09,14,calculated
1812-01-09,15,fixed
1812-01-16,14.5,calculated
1812-01-16,15,fixed
1812-01-23,14.5,calculated
1812-01-23,15,fixed
1812-01-30,15,calculated
1812-01-30,15,fixed
1812-02-06,15,calculated
1812-02-06,15,fixed
1812-02-13,14.5,calculated
1812-02-13,15,fixed
1812-02-20,14.5,calculated
1812-02-20,15,fixed
1812-02-27,14.5,calculated
1812-02-27,15,fixed
1812-03-05,14.5,calculated
1812-03-05,15,fixed
1812-03-12,14.5,calculated
1812-03-12,15,fixed
1812-03-19,15,calculated
1812-03-19,15,fixed
1812-03-26,15,calculated
1812-03-26,16,fixed
1812-04-02,16.5,calculated
1812-04-02,17,fixed
1812-04-09,17,calculated
1812-04-09,18,fixed
1812-04-16,18,calculated
1812-04-16,19,fixed
1812-04-23,20,calculated
1812-04-23,21,fixed
1812-04-30,20,calculated
1812-04-30,21,fixed
1812-05-07,18.5,calculated
1812-05-07,19,fixed
1812-05-14,17.5,calculated
1812-05-14,18,fixed
1812-05-21,15.5,calculated
1812-05-21,16,fixed
1812-05-28,15,calculated
1812-05-28,16,fixed
1812-06-04,16,calculated
1812-06-04,16,fixed
1812-06-11,16,calculated
1812-06-11,16,fixed
1812-06-18,16,calculated
1812-06-18,16,fixed
1812-06-25,15.5,calculated
1812-06-25,16,fixed
1812-07-02,15.5,calculated
1812-07-02,16,fixed
1812-07-09,16,calculated
1812-07-09,16,fixed
1812-07-16,16.5,calculated
1812-07-16,17,fixed
1812-07-23,16.5,calculated
1812-07-23,17,fixed
1812-07-30,16,calculated
1812-07-30,17,fixed
1812-08-06,16.5,calculated
1812-08-06,17,fixed
1812-08-13,14,calculated
1812-08-13,16,fixed
1812-08-20,12.5,calculated
1812-08-27,12.5,calculated
1812-09-03,12,calculated
1812-09-10,12.5,calculated
1812-09-17,12.5,calculated
1812-09-24,12.5,calculated
1812-10-01,12.5,calculated
1812-10-08,13,calculated
1812-10-15,13,calculated
1812-10-22,13.5,calculated
1812-10-29,13.5,calculated
1812-11-05,13.5,calculated
1812-11-12,13.5,calculated
1812-11-19,13.5,calculated
1812-11-26,13.5,calculated
1812-12-03,14,calculated
1812-12-10,15.5,calculated
1812-12-17,15.5,calculated
1812-12-24,15.5,calculated
1812-12-31,15,calculated
1813-01-07,15,calculated
1813-01-14,15,calculated
1813-01-21,14.5,calculated
1813-01-28,14.5,calculated
1813-02-04,14.5,calculated
1813-02-11,14.5,calculated
1813-02-18,14.5,calculated
1813-02-25,14,calculated
1813-03-04,14,calculated
1813-03-11,13.5,calculated
1813-03-18,13,calculated
1813-03-25,13,calculated
1813-04-01,14,calculated
1813-04-08,14,calculated
1813-04-15,14,calculated
1813-04-22,13.5,calculated
1813-04-29,13.5,calculated
1813-05-06,13.5,calculated
1813-05-13,13.5,calculated
1813-05-20,12.5,calculated
1813-05-27,12.5,calculated
1813-06-03,12.5,calculated
1813-06-10,12.5,calculated
1813-06-17,12,calculated
1813-06-24,11.5,calculated
1813-07-01,11.5,calculated
1813-07-08,11.5,calculated
1813-07-15,11,calculated
1813-07-22,11.5,calculated
