published,price,type
1763-08-25,7.957,calculated
1763-09-01,7.866,calculated
1763-09-08,7.866,calculated
1763-09-15,7.957,calculated
1763-09-22,7.805,calculated
1763-09-29,7.866,calculated
1763-10-06,7.957,calculated
1763-10-13,8.095,calculated
1763-10-20,7.957,calculated
1763-10-27,7.896,calculated
1763-11-03,8.018,calculated
1763-11-10,8.201,calculated
1763-11-17,7.927,calculated
1763-11-24,7.82,calculated
1763-12-01,7.896,calculated
1763-12-08,8.049,calculated
1763-12-15,7.973,calculated
1763-12-22,7.912,calculated
1763-12-29,7.866,calculated
1764-01-05,7.683,calculated
1764-01-12,7.683,calculated
1764-01-19,7.683,calculated
1764-01-26,7.591,calculated
1764-02-02,7.683,calculated
1764-02-09,7.835,calculated
1764-02-16,7.683,calculated
1764-02-23,7.713,calculated
1764-03-01,7.713,calculated
1764-03-08,7.741,calculated
1764-03-15,7.683,calculated
1764-03-22,7.744,calculated
1764-03-29,7.744,calculated
1764-04-05,7.774,calculated
1764-04-12,7.744,calculated
1764-04-19,7.683,calculated
1764-04-26,7.866,calculated
1764-05-03,7.866,calculated
1764-05-10,8.079,calculated
1764-05-17,8.049,calculated
1764-05-24,8.049,calculated
1764-05-31,8.003,calculated
1764-06-07,8.049,calculated
1764-06-14,8.049,calculated
1764-06-21,8.14,calculated
1764-06-28,8.293,calculated
1764-07-05,8.171,calculated
1764-07-12,8.171,calculated
1764-07-19,8.171,calculated
1764-07-26,8.171,calculated
1764-08-02,8.018,calculated
1764-08-09,7.927,calculated
1764-08-16,8.049,calculated
1764-08-23,7.954,calculated
1764-08-30,7.954,calculated
1764-09-06,7.866,calculated
1764-09-13,7.866,calculated
1764-09-20,8.049,calculated
1764-09-27,7.866,calculated
1764-10-04,7.866,calculated
1764-10-11,7.866,calculated
1764-10-18,7.866,calculated
1764-10-25,7.866,calculated
1764-11-01,7.866,calculated
1764-11-08,7.927,calculated
1764-11-15,7.866,calculated
1764-11-22,7.561,calculated
1764-11-29,7.957,calculated
1764-12-06,7.866,calculated
1764-12-13,7.756,calculated
1764-12-20,7.866,calculated
1764-12-27,7.655,calculated
1765-01-03,7.805,calculated
1765-01-10,7.866,calculated
1765-01-17,7.866,calculated
1765-01-24,7.957,calculated
1765-01-31,7.683,calculated
1765-02-07,7.652,calculated
1765-02-14,7.805,calculated
1765-02-21,7.927,calculated
1765-02-28,7.89,calculated
1765-03-07,7.896,calculated
1765-03-14,7.835,calculated
1765-03-21,7.866,calculated
1765-03-28,7.896,calculated
1765-04-04,7.927,calculated
1765-04-11,7.887,calculated
1765-04-18,7.909,calculated
1765-04-25,7.927,calculated
1765-05-02,8.018,calculated
1765-05-09,7.866,calculated
1765-05-16,7.866,calculated
1765-05-23,7.805,calculated
1765-05-30,7.927,calculated
1765-06-06,7.89,calculated
1765-06-13,7.957,calculated
1765-06-20,7.841,calculated
1765-06-27,7.912,calculated
1765-07-04,8.079,calculated
1765-07-11,8.14,calculated
1765-07-18,8.079,calculated
1765-07-25,8.171,calculated
1765-08-01,7.963,calculated
1765-08-08,8.598,calculated
1765-08-15,8.506,calculated
1765-08-22,8.994,calculated
1765-08-29,9.024,calculated
1765-09-05,9.146,calculated
1765-09-12,9.177,calculated
1765-09-19,9.177,calculated
1765-09-26,9.238,calculated
1765-10-03,9.238,calculated
1765-10-10,8.963,calculated
1765-10-17,8.72,calculated
1765-10-24,8.963,calculated
1765-10-31,9.329,calculated
1765-11-07,8.75,calculated
1765-11-14,8.872,calculated
1765-11-21,8.598,calculated
1765-11-28,8.872,calculated
1765-12-05,8.963,calculated
1765-12-12,9.055,calculated
1765-12-19,9.055,calculated
1765-12-26,9.238,calculated
1766-01-02,9.299,calculated
1766-01-09,9.055,calculated
1766-01-16,8.896,calculated
1766-01-23,8.805,calculated
1766-01-30,8.963,calculated
1766-02-06,9.146,calculated
1766-02-13,9.146,calculated
1766-02-20,9.146,calculated
1766-02-27,9.238,calculated
1766-03-06,9.329,calculated
1766-03-13,9.329,calculated
1766-03-20,9.146,calculated
1766-03-27,9.329,calculated
1766-04-03,9.238,calculated
1766-04-10,9.024,calculated
1766-04-17,9.238,calculated
1766-04-24,9.146,calculated
1766-05-01,9.146,calculated
1766-05-08,8.659,calculated
1766-05-15,9.085,calculated
1766-05-22,8.994,calculated
1766-05-29,8.78,calculated
1766-06-05,9.146,calculated
1766-06-12,8.439,calculated
1766-06-19,8.963,calculated
1766-06-26,9.238,calculated
1766-07-03,9.146,calculated
1766-07-10,9.329,calculated
1766-07-17,9.39,calculated
1766-07-24,9.146,calculated
1766-07-31,9.284,calculated
1766-08-07,9.299,calculated
1766-08-14,9.207,calculated
1766-08-21,9.207,calculated
1766-08-28,9.634,calculated
1766-09-04,9.512,calculated
1766-09-11,9.512,calculated
1766-09-18,9.512,calculated
1766-09-25,9.512,calculated
1766-10-02,9.756,calculated
1766-10-09,9.787,calculated
1766-10-16,9.817,calculated
1766-10-23,9.787,calculated
1766-10-30,9.878,calculated
1766-11-06,9.543,calculated
1766-11-13,9.695,calculated
1766-11-20,9.543,calculated
1766-11-27,9.604,calculated
1766-12-04,9.695,calculated
1766-12-11,9.695,calculated
1766-12-18,9.756,calculated
1766-12-25,9.756,calculated
1767-01-01,9.902,calculated
1767-01-08,9.939,calculated
1767-01-15,9.695,calculated
1767-01-22,9.695,calculated
1767-01-29,9.695,calculated
1767-02-05,9.695,calculated
1767-02-12,9.543,calculated
1767-02-19,9.695,calculated
1767-02-26,9.695,calculated
1767-03-05,9.695,calculated
1767-03-12,9.512,calculated
1767-03-19,9.54,calculated
1767-03-26,9.36,calculated
1767-04-02,9.329,calculated
1767-04-09,9.604,calculated
1767-04-16,9.512,calculated
1767-04-23,9.512,calculated
1767-04-30,9.604,calculated
1767-05-07,9.604,calculated
1767-05-14,9.634,calculated
1767-05-21,9.634,calculated
1767-05-28,9.439,calculated
1767-06-04,9.512,calculated
1767-06-11,9.451,calculated
1767-06-18,9.512,calculated
1767-06-25,9.512,calculated
1767-07-02,9.878,calculated
1767-07-09,10.488,calculated
1767-07-16,10.335,calculated
1767-07-23,9.878,calculated
1767-07-30,9.878,calculated
1767-08-06,9.878,calculated
1767-08-13,9.604,calculated
1767-08-20,9.268,calculated
1767-08-27,9.695,calculated
1767-09-03,9.738,calculated
1767-09-10,9.878,calculated
1767-09-17,9.787,calculated
1767-09-24,10.061,calculated
1767-10-01,9.878,calculated
1767-10-08,10.244,calculated
1767-10-15,10.244,calculated
1767-10-22,10.427,calculated
1767-10-29,10.244,calculated
1767-11-05,9.97,calculated
1767-11-12,9.878,calculated
1767-11-19,9.756,calculated
1767-11-26,10.061,calculated
1767-12-03,9.878,calculated
1767-12-10,10,calculated
1767-12-17,10,calculated
1767-12-24,10.061,calculated
1767-12-31,10.122,calculated
1768-01-07,10.122,calculated
1768-01-14,10.122,calculated
1768-01-21,10,calculated
1768-01-28,10.061,calculated
1768-02-04,9.787,calculated
1768-02-11,9.878,calculated
1768-02-18,10,calculated
1768-02-25,10.061,calculated
1768-03-03,10,calculated
1768-03-10,10,calculated
1768-03-17,10.116,calculated
1768-03-24,9.97,calculated
1768-03-31,9.97,calculated
1768-04-07,10.061,calculated
1768-04-14,10.122,calculated
1768-04-21,10.061,calculated
1768-04-28,10.244,calculated
1768-05-05,10.152,calculated
1768-05-12,10.061,calculated
1768-05-19,10.427,calculated
1768-05-26,10.829,calculated
1768-06-02,10.61,calculated
1768-06-09,10.732,calculated
1768-06-16,10.976,calculated
1768-06-23,11.311,calculated
1768-06-30,11.159,calculated
1768-07-07,10.884,calculated
1768-07-14,10.518,calculated
1768-07-21,11.067,calculated
1768-07-28,10.61,calculated
1768-08-04,10.61,calculated
1768-08-11,10.793,calculated
1768-08-18,10.701,calculated
1768-08-25,11.037,calculated
1768-09-01,10.732,calculated
1768-09-08,10.884,calculated
1768-09-15,10.823,calculated
1768-09-22,10.549,calculated
1768-09-29,10.61,calculated
1768-10-06,10.61,calculated
1768-10-13,10.488,calculated
1768-10-20,10.579,calculated
1768-10-27,10.384,calculated
1768-11-03,10.366,calculated
1768-11-10,10.335,calculated
1768-11-17,10.335,calculated
1768-11-24,10.091,calculated
1768-12-01,10.305,calculated
1768-12-08,10.122,calculated
1768-12-15,9.97,calculated
1768-12-22,10.152,calculated
1768-12-29,10,calculated
1769-01-05,9.97,calculated
1769-01-12,10,calculated
1769-01-19,10.152,calculated
1769-01-26,10.061,calculated
1769-02-02,10.061,calculated
1769-02-09,9.97,calculated
1769-02-16,10.015,calculated
1769-02-23,9.97,calculated
1769-03-02,10,calculated
1769-03-09,9.878,calculated
1769-03-16,10,calculated
1769-03-23,9.878,calculated
1769-03-30,10,calculated
1769-04-06,9.97,calculated
1769-04-13,9.97,calculated
1769-04-20,9.939,calculated
1769-04-27,9.97,calculated
1769-05-04,10,calculated
1769-05-11,9.787,calculated
1769-05-18,9.787,calculated
1769-05-25,9.665,calculated
1769-06-01,9.787,calculated
1769-06-08,9.97,calculated
1769-06-15,9.97,calculated
1769-06-22,9.939,calculated
1769-06-29,9.97,calculated
1769-07-06,9.787,calculated
1769-07-13,10.061,calculated
1769-07-20,10,calculated
1769-07-27,9.939,calculated
1769-08-03,10.03,calculated
1769-08-10,9.939,calculated
1769-08-17,10.122,calculated
1769-08-24,10.152,calculated
1769-08-31,10.335,calculated
1769-09-07,10.244,calculated
1769-09-14,10.061,calculated
1769-09-21,10.518,calculated
1769-09-28,10.701,calculated
1769-10-05,10.793,calculated
1769-10-12,10.976,calculated
1769-10-19,11.006,calculated
1769-10-26,11.006,calculated
1769-11-02,10.884,calculated
1769-11-09,10.976,calculated
1769-11-16,10.945,calculated
1769-11-23,10.957,calculated
1769-11-30,10.945,calculated
1769-12-07,10.884,calculated
1769-12-14,10.793,calculated
1769-12-21,10.793,calculated
1769-12-28,10.555,calculated
1770-01-04,10.793,calculated
1770-01-11,10.701,calculated
1770-01-18,10.701,calculated
1770-01-25,10.701,calculated
1770-02-01,10.762,calculated
1770-02-08,10.61,calculated
1770-02-15,10.732,calculated
1770-02-22,10.61,calculated
1770-03-01,10.61,calculated
1770-03-08,10.701,calculated
1770-03-15,10.732,calculated
1770-03-22,10.61,calculated
1770-03-29,10.701,calculated
1770-04-05,10.976,calculated
1770-04-12,10.823,calculated
1770-04-19,11.341,calculated
1770-04-26,11.433,calculated
1770-05-03,11.89,calculated
1770-05-10,12.165,calculated
1770-05-17,12.896,calculated
1770-05-24,13.079,calculated
1770-05-31,13.78,calculated
1770-06-07,13.78,calculated
1770-06-14,13.628,calculated
1770-06-21,14.744,calculated
1770-06-28,15.793,calculated
1770-07-05,16.006,calculated
1770-07-12,15.591,calculated
1770-07-19,16.037,calculated
1770-07-26,17.652,calculated
1770-08-02,17.195,calculated
1770-08-09,17.268,calculated
1770-08-16,16.006,calculated
1770-08-23,15.256,calculated
1770-08-30,16.098,calculated
1770-09-06,16.692,calculated
1770-09-13,17.927,calculated
1770-09-20,18.247,calculated
1770-09-27,17.561,calculated
1770-10-04,17.561,calculated
1770-10-11,18.293,calculated
1770-10-18,19.756,calculated
1770-10-25,20.579,calculated
1770-11-01,19.756,calculated
1770-11-08,20.616,calculated
1770-11-15,20.488,calculated
1770-11-22,19.756,calculated
1770-11-29,19.299,calculated
1770-12-06,20.305,calculated
1770-12-13,21.098,calculated
1770-12-20,21.585,calculated
1770-12-27,20.915,calculated
1771-01-03,21.372,calculated
1771-01-10,21.86,calculated
1771-01-17,21.037,calculated
1771-01-24,20.64,calculated
1771-01-31,20.213,calculated
1771-02-07,19.665,calculated
1771-02-14,20.323,calculated
1771-02-21,19.896,calculated
1771-02-28,19.207,calculated
1771-03-07,18.659,calculated
1771-03-14,17.774,calculated
1771-03-21,17.774,calculated
1771-03-28,17.744,calculated
1771-04-04,17.927,calculated
1771-04-11,19.207,calculated
1771-04-18,19.573,calculated
1771-04-25,19.482,calculated
1771-05-02,18.476,calculated
1771-05-09,18.201,calculated
1771-05-16,19.756,calculated
1771-05-23,19.817,calculated
1771-05-30,20.122,calculated
1771-06-06,19.848,calculated
1771-06-13,20.213,calculated
1771-06-20,20.945,calculated
1771-06-27,21.22,calculated
1771-07-04,21.86,calculated
1771-07-11,21.951,calculated
1771-07-18,20.854,calculated
1771-07-25,20.854,calculated
1771-08-01,18.75,calculated
1771-08-08,16.921,calculated
1771-08-15,17.012,calculated
1771-08-22,15.229,calculated
1771-08-29,16.024,calculated
1771-09-05,15.976,calculated
1771-09-12,17.744,calculated
1771-09-19,18.415,calculated
1771-09-26,18.933,calculated
1771-10-03,19.573,calculated
1771-10-10,20.122,calculated
1771-10-17,19.573,calculated
1771-10-24,18.78,calculated
1771-10-31,19.756,calculated
1771-11-07,20.03,calculated
1771-11-14,19.848,calculated
1771-11-21,18.902,calculated
1771-11-28,17.835,calculated
1771-12-05,19.116,calculated
1771-12-12,18.78,calculated
1771-12-19,17.012,calculated
1771-12-26,15.732,calculated
1772-01-02,16.098,calculated
1772-01-09,16.098,calculated
1772-01-16,16.829,calculated
1772-01-23,16.098,calculated
1772-01-30,15.549,calculated
1772-02-06,15.091,calculated
1772-02-13,14.543,calculated
1772-02-20,14.543,calculated
1772-02-27,14.085,calculated
1772-03-05,13.537,calculated
1772-03-12,13.354,calculated
1772-03-19,14.085,calculated
1772-03-26,14.055,calculated
1772-04-02,13.811,calculated
1772-04-09,13.079,calculated
1772-04-16,12.561,calculated
1772-04-23,12.53,calculated
1772-04-30,12.53,calculated
1772-05-07,12.591,calculated
1772-05-14,12.195,calculated
1772-05-21,12.165,calculated
1772-05-28,12.317,calculated
1772-06-04,12.195,calculated
1772-06-11,12.622,calculated
1772-06-18,10,calculated
1772-06-25,10.5,calculated
1772-07-02,10,calculated
1772-07-09,9.5,calculated
1772-07-16,10,calculated
1772-07-23,10,calculated
1772-07-30,11,calculated
1772-08-06,11,calculated
1772-08-13,11,calculated
1772-08-20,10.5,calculated
1772-08-27,10.5,calculated
1772-09-03,10.5,calculated
1772-09-10,10.5,calculated
1772-09-17,11,calculated
1772-09-24,11,calculated
1772-10-01,11,calculated
1772-10-08,11.5,calculated
1772-10-15,11.5,calculated
1772-10-22,11.5,calculated
1772-10-29,11,calculated
1772-11-05,11,calculated
1772-11-12,11,calculated
1772-11-19,11,calculated
1772-11-26,11,calculated
1772-12-03,11,calculated
1772-12-10,11,calculated
1772-12-17,11,calculated
1772-12-24,11,calculated
1772-12-31,11,calculated
1773-01-07,10.5,calculated
1773-01-14,11,calculated
1773-01-21,11.5,calculated
1773-01-28,11.5,calculated
1773-02-04,11,calculated
1773-02-11,11.5,calculated
1773-02-18,11,calculated
1773-02-25,11.5,calculated
1773-03-04,11,calculated
1773-03-11,11,calculated
1773-03-18,11.5,calculated
1773-03-25,11,calculated
1773-04-01,11,calculated
1773-04-08,11,calculated
1773-04-15,11,calculated
1773-04-22,11,calculated
1773-04-29,10.5,calculated
1773-05-06,10.5,calculated
1773-05-13,10,calculated
1773-05-20,10.5,calculated
1773-05-27,10.5,calculated
1773-06-03,11,calculated
1773-06-10,11,calculated
1773-06-17,12,calculated
1773-06-24,12,calculated
1773-07-01,12,calculated
1773-07-08,12.5,calculated
1773-07-15,12.5,calculated
1773-07-22,12,calculated
1773-07-29,12,calculated
1773-08-05,11,calculated
1773-08-12,11.5,calculated
1773-08-19,12,calculated
1773-08-26,10.5,calculated
1773-09-02,9.5,calculated
1773-09-09,9.5,calculated
1773-09-16,10,calculated
1773-09-23,10.5,calculated
1773-09-30,10.5,calculated
1773-10-07,10.5,calculated
1773-10-14,10.5,calculated
1773-10-21,10,calculated
1773-10-28,10,calculated
1773-11-04,10.5,calculated
1773-11-11,10,calculated
1773-11-18,9.5,calculated
1773-11-25,10.5,calculated
1773-12-02,9.5,calculated
1773-12-09,9.5,calculated
1773-12-16,9.5,calculated
1773-12-23,9.5,calculated
1773-12-30,9.5,calculated
1774-01-06,9.5,calculated
1774-01-13,9.5,calculated
1774-01-20,9.5,calculated
1774-01-27,9.5,calculated
1774-02-03,9.5,calculated
1774-02-10,9,calculated
1774-02-17,9,calculated
1774-02-24,9,calculated
1774-03-03,9,calculated
1774-03-10,9.5,calculated
1774-03-17,9,calculated
1774-03-24,9.5,calculated
1774-03-31,9.5,calculated
1774-04-07,9.5,calculated
1774-04-14,9.5,calculated
1774-04-21,9,calculated
1774-04-28,9,calculated
1774-05-05,8.5,calculated
1774-05-12,8.5,calculated
1774-05-19,8.5,calculated
1774-05-26,8.5,calculated
1774-06-02,9,calculated
1774-06-09,8.5,calculated
1774-06-16,8.5,calculated
1774-06-23,8.5,calculated
1774-06-30,8.5,calculated
1774-07-07,8,calculated
1774-07-14,8,calculated
1774-07-21,8,calculated
1774-07-28,8,calculated
1774-08-04,8,calculated
1774-08-11,8.5,calculated
1774-08-18,8,calculated
1774-08-25,8,calculated
1774-09-01,8,calculated
1774-09-08,8.5,calculated
1774-09-15,8.5,calculated
1774-09-22,8.5,calculated
1774-09-29,8.5,calculated
1774-10-06,8.5,calculated
1774-10-13,8,calculated
1774-10-20,8,calculated
1774-10-27,8,calculated
1774-11-03,8,calculated
1774-11-10,8,calculated
1774-11-17,8.5,calculated
1774-11-24,8.5,calculated
1774-12-01,8,calculated
1774-12-08,8.5,calculated
1774-12-15,8.5,calculated
1774-12-22,8,calculated
1774-12-29,8,calculated
1775-01-05,8,calculated
1775-01-12,8.5,calculated
1775-01-19,8,calculated
1775-01-26,8.5,calculated
1775-02-02,8.5,calculated
1775-02-09,8,calculated
1775-02-16,8,calculated
1775-02-23,8.5,calculated
1775-03-02,8.5,calculated
1775-03-09,8.5,calculated
1775-03-16,8.5,calculated
1775-03-23,8.5,calculated
1775-03-30,8.5,calculated
1775-04-06,8.5,calculated
1775-04-13,8,calculated
1775-04-20,8.5,calculated
1775-04-27,8.5,calculated
1775-05-04,9,calculated
1775-05-11,9,calculated
1775-05-18,9,calculated
1775-05-25,9,calculated
1775-06-01,9,calculated
1775-06-08,9.5,calculated
1775-06-15,10,calculated
1775-06-22,9.5,calculated
1775-06-29,9.5,calculated
1775-07-06,9,calculated
1775-07-13,9.5,calculated
1775-07-20,9,calculated
1775-07-27,9,calculated
1775-08-03,9,calculated
1775-08-10,8.5,calculated
1775-08-17,8.5,calculated
1775-08-24,8.5,calculated
1775-08-31,9,calculated
1775-09-07,9,calculated
1775-09-14,9,calculated
1775-09-21,8.5,calculated
1775-09-28,8.5,calculated
1775-10-05,8.5,calculated
1775-10-12,8.5,calculated
1775-10-19,8,calculated
1775-10-26,8,calculated
1775-11-02,8,calculated
1775-11-09,8,calculated
1775-11-16,8,calculated
1775-11-23,7.5,calculated
1775-11-30,7.5,calculated
1775-12-07,7.5,calculated
1775-12-14,7.5,calculated
1775-12-21,8,calculated
1775-12-28,7.5,calculated
1776-01-04,7,calculated
1776-01-11,8,calculated
1776-01-18,7.5,calculated
1776-01-25,7.5,calculated
1776-02-01,7,calculated
1776-02-08,7.5,calculated
1776-02-15,7.5,calculated
1776-02-22,7.5,calculated
1776-02-29,7.5,calculated
1776-03-07,7.5,calculated
1776-03-14,7.5,calculated
1776-03-21,7.5,calculated
1776-03-28,7.5,calculated
1776-04-04,7.5,calculated
1776-04-11,7.5,calculated
1776-04-18,7.5,calculated
1776-04-25,7,calculated
1776-05-02,7.5,calculated
1776-05-09,7.5,calculated
1776-05-16,7.5,calculated
1776-05-23,7.5,calculated
1776-05-30,7.5,calculated
1776-06-06,7.5,calculated
1776-06-13,7.5,calculated
1776-06-20,7,calculated
1776-06-27,7,calculated
1776-07-04,7.5,calculated
1776-07-11,7.5,calculated
1776-07-18,7.5,calculated
1776-07-25,7.5,calculated
1776-08-01,7,calculated
1776-08-08,7,calculated
1776-08-15,7,calculated
1776-08-22,7,calculated
1776-08-29,7,calculated
1776-09-05,6.5,calculated
1776-09-12,7,calculated
1776-09-19,7,calculated
1776-09-26,7,calculated
1776-10-03,7,calculated
1776-10-10,7,calculated
1776-10-17,7,calculated
1776-10-24,7,calculated
1776-10-31,7,calculated
1776-11-07,7,calculated
1776-11-14,7.5,calculated
1776-11-21,7,calculated
1776-11-28,7,calculated
1776-12-05,7,calculated
1776-12-12,7.5,calculated
1776-12-19,7.5,calculated
1776-12-26,7.5,calculated
1777-01-02,7.5,calculated
1777-01-09,7,calculated
1777-01-16,7.5,calculated
1777-01-23,7,calculated
1777-01-30,7,calculated
1777-02-06,7.5,calculated
1777-02-13,7,calculated
1777-02-20,7,calculated
1777-02-27,7.5,calculated
1777-03-06,7,calculated
1777-03-13,7.5,calculated
1777-03-20,7,calculated
1777-03-27,7,calculated
1777-04-03,7.5,calculated
1777-04-10,7,calculated
1777-04-17,7.5,calculated
1777-04-24,7.5,calculated
1777-05-01,7.5,calculated
1777-05-08,7.5,calculated
1777-05-15,7,calculated
1777-05-22,7,calculated
1777-05-29,7.5,calculated
1777-06-05,7.5,calculated
1777-06-12,7.5,calculated
1777-06-19,8,calculated
1777-06-26,7.5,calculated
1777-07-03,8,calculated
1777-07-10,8,calculated
1777-07-17,8,calculated
1777-07-24,8.5,calculated
1777-07-31,9,calculated
1777-08-07,8.5,calculated
1777-08-14,8,calculated
1777-08-21,8.5,calculated
1777-08-28,8.5,calculated
1777-09-04,8.5,calculated
1777-09-11,8.5,calculated
1777-09-18,8.5,calculated
1777-09-25,8.5,calculated
1777-10-02,8.5,calculated
1777-10-09,8.5,calculated
1777-10-16,8.5,calculated
1777-10-23,8.5,calculated
1777-10-30,8.5,calculated
1777-11-06,8.5,calculated
1777-11-13,8.5,calculated
1777-11-20,8.5,calculated
1777-11-27,8.5,calculated
1777-12-04,9,calculated
1777-12-11,8.5,calculated
1777-12-18,8.5,calculated
1777-12-25,8.5,calculated
1778-01-01,8.5,calculated
1778-01-08,8.5,calculated
1778-01-15,8.5,calculated
1778-01-22,8.5,calculated
1778-01-29,9,calculated
1778-02-05,9,calculated
1778-02-12,9,calculated
1778-02-19,9,calculated
1778-02-26,9,calculated
1778-03-05,8.5,calculated
1778-03-12,9,calculated
1778-03-19,9,calculated
1778-03-26,9,calculated
1778-04-02,9,calculated
1778-04-09,9,calculated
1778-04-16,9.5,calculated
1778-04-23,9.5,calculated
1778-04-30,9.5,calculated
1778-05-07,9.5,calculated
1778-05-14,9.5,calculated
1778-05-21,9,calculated
1778-05-28,9,calculated
1778-06-04,9,calculated
1778-06-11,9,calculated
1778-06-18,9.5,calculated
1778-06-25,9,calculated
1778-07-02,9.5,calculated
1778-07-09,9.5,calculated
1778-07-16,9.5,calculated
1778-07-23,9,calculated
1778-07-30,9,calculated
1778-08-06,8.5,calculated
1778-08-13,8.5,calculated
1778-08-20,9,calculated
1778-08-27,9,calculated
1778-09-03,8.5,calculated
1778-09-10,9,calculated
1778-09-17,8.5,calculated
1778-09-24,8.5,calculated
1778-10-01,8.5,calculated
1778-10-08,8.5,calculated
1778-10-15,8.5,calculated
1778-10-22,8.5,calculated
1778-10-29,8.5,calculated
1778-11-05,8.5,calculated
1778-11-12,8.5,calculated
1778-11-19,9,calculated
1778-11-26,9,calculated
1778-12-03,9,calculated
1778-12-10,9,calculated
1778-12-17,9,calculated
1778-12-24,9.5,calculated
1778-12-31,9.5,calculated
1779-01-07,9,calculated
1779-01-14,9,calculated
1779-01-21,9.5,calculated
1779-01-28,9.5,calculated
1779-02-04,9.5,calculated
1779-02-11,9.5,calculated
1779-02-18,9.5,calculated
1779-02-25,9.5,calculated
1779-03-04,9.5,calculated
1779-03-11,9.5,calculated
1779-03-18,9.5,calculated
1779-03-25,9.5,calculated
1779-04-01,9.5,calculated
1779-04-08,9.5,calculated
1779-04-15,9.5,calculated
1779-04-22,9.5,calculated
1779-04-29,9,calculated
1779-05-06,9,calculated
1779-05-13,9.5,calculated
1779-05-20,9.5,calculated
1779-05-27,9.5,calculated
1779-06-03,9.5,calculated
1779-06-10,9.5,calculated
1779-06-17,9.5,calculated
1779-06-24,9.5,calculated
1779-07-01,9.5,calculated
1779-07-08,10,calculated
1779-07-15,9.5,calculated
1779-07-22,9.5,calculated
1779-07-29,9.5,calculated
1779-08-05,9.5,calculated
1779-08-12,9.5,calculated
1779-08-19,9.5,calculated
1779-08-26,9.5,calculated
1779-09-02,9,calculated
1779-09-09,9,calculated
1779-09-16,8.5,calculated
1779-09-23,8.5,calculated
1779-09-30,8.5,calculated
1779-10-07,8.5,calculated
1779-10-14,8.5,calculated
1779-10-21,8.5,calculated
1779-10-28,8.5,calculated
1779-11-04,8.5,calculated
1779-11-11,9,calculated
1779-11-18,8.5,calculated
1779-11-25,8.5,calculated
1779-12-02,8.5,calculated
1779-12-09,8.5,calculated
1779-12-16,8.5,calculated
1779-12-23,8.5,calculated
1779-12-30,8.5,calculated
1780-01-06,8.5,calculated
1780-01-13,9,calculated
1780-01-20,9,calculated
1780-01-27,8.5,calculated
1780-02-03,7.5,calculated
1780-02-10,7.5,calculated
1780-02-17,7.5,calculated
1780-02-24,7.5,calculated
1780-03-02,7.5,calculated
1780-03-09,7.5,calculated
1780-03-16,7.5,calculated
1780-03-23,7.5,calculated
1780-03-30,7.5,calculated
1780-04-06,7.5,calculated
1780-04-13,7.5,calculated
1780-04-20,7.5,calculated
1780-04-27,7.5,calculated
1780-05-04,7.5,calculated
1780-05-11,7.5,calculated
1780-05-18,7.5,calculated
1780-05-25,7.5,calculated
1780-06-01,7.5,calculated
1780-06-08,7.5,calculated
1780-06-15,7.5,calculated
1780-06-22,7.5,calculated
1780-06-29,7.5,calculated
1780-07-06,7.5,calculated
1780-07-13,7.5,calculated
1780-07-20,7.5,calculated
1780-07-27,8,calculated
1780-08-03,8,calculated
1780-08-10,8,calculated
1780-08-17,8,calculated
1780-08-24,8,calculated
1780-08-31,8,calculated
1780-09-07,8,calculated
1780-09-14,7.5,calculated
1780-09-21,8,calculated
1780-09-28,8,calculated
1780-10-05,7.5,calculated
1780-10-12,8,calculated
1780-10-19,8,calculated
1780-10-26,8,calculated
1780-11-02,8,calculated
1780-11-09,8,calculated
1780-11-16,8,calculated
1780-11-23,8,calculated
1780-11-30,8,calculated
1780-12-07,8,calculated
1780-12-14,8,calculated
1780-12-21,8,calculated
1780-12-28,8,calculated
1781-01-04,8,calculated
1781-01-11,8,calculated
1781-01-18,8,calculated
1781-01-25,8,calculated
1781-02-01,8,calculated
1781-02-08,8,calculated
1781-02-15,8,calculated
1781-02-22,8,calculated
1781-03-01,8,calculated
1781-03-08,8,calculated
1781-03-15,8,calculated
1781-03-22,8,calculated
1781-03-29,9,calculated
1781-04-05,8.5,calculated
1781-04-12,8,calculated
1781-04-19,8,calculated
1781-04-26,8,calculated
1781-05-03,8,calculated
1781-05-10,8,calculated
1781-05-17,8,calculated
1781-05-24,8,calculated
1781-05-31,8,calculated
1781-06-07,8,calculated
1781-06-14,8,calculated
1781-06-21,8.5,calculated
1781-06-28,8.5,calculated
1781-07-05,8.5,calculated
1781-07-12,8,calculated
1781-07-19,8,calculated
1781-07-26,8,calculated
1781-08-02,8.5,calculated
1781-08-09,8,calculated
1781-08-16,8,calculated
1781-08-23,8,calculated
1781-08-30,7.5,calculated
1781-09-06,7.5,calculated
1781-09-13,8,calculated
1781-09-20,8,calculated
1781-09-27,8,calculated
1781-10-04,8,calculated
1781-10-11,8.5,calculated
1781-10-18,8.5,calculated
1781-10-25,8.5,calculated
1781-11-01,8.5,calculated
1781-11-08,8.5,calculated
1781-11-15,8,calculated
1781-11-22,8,calculated
1781-11-29,8,calculated
1781-12-06,8.5,calculated
1781-12-13,8,calculated
1781-12-20,8,calculated
1781-12-27,8,calculated
1782-01-03,8,calculated
1782-01-10,8,calculated
1782-01-17,8,calculated
1782-01-24,8,calculated
1782-01-31,8,calculated
1782-02-07,8,calculated
1782-02-14,8,calculated
1782-02-21,8,calculated
